EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2021;1700170000;43A;71301;17T2341014FD;A LA AGENCIA DE VIVIENDA Y REHABILITACIÓN DE ANDALUCÍA (AVRA);174600,00
2021;1700170000;43A;76400;17A1631094F0;A AYUNTAMIENTOS;6131675,00
2021;1700170000;43A;76400;17A1651055F0;A AYUNTAMIENTOS;4376570,00
2021;1700170000;43A;76400;17A1651055F0;A AYUNTAMIENTOS;2873430,00
2021;1700170000;43A;76400;17A1981055F0;A AYUNTAMIENTOS;1852206,00
2021;1700170000;43A;78400;17A1981054F0;A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO;14107795,00
2021;1700170000;43B;61010;17A1632090F3;INVERSIONES EN BIENES INMUEBLES;1613821,00
2021;1700170000;43B;61010;17A1651055M5;INVERSIONES EN BIENES INMUEBLES;67551,00
2021;1700170000;43B;62909;17A1A00121F3;OTRO INMOVILIZADO INMATERIAL;42400,00
2021;1700170000;51B;60909;17A1451036F0;OTRO INMOVILIZADO INMATERIAL;1718150,00
2021;1700170000;51B;60909;17A1A00121F0;OTRO INMOVILIZADO INMATERIAL;545000,00
2021;1700170000;51B;60909;17A1A00121F1;OTRO INMOVILIZADO INMATERIAL;936000,00
2021;1700170000;51B;61700;17A1451036F0;BIENES DESTINADOS AL USO GENERAL;410230,00
2021;1700170000;51B;61700;17A1451043F0;BIENES DESTINADOS AL USO GENERAL;392929,00
2021;1700170000;51B;61700;17A1451043F0;BIENES DESTINADOS AL USO GENERAL;200000,00
2021;1700170000;51B;61700;17A1451043F0;BIENES DESTINADOS AL USO GENERAL;50000,00
2021;1700170000;51B;61700;17A1451043F0;BIENES DESTINADOS AL USO GENERAL;4881700,00
2021;1700170000;51B;61700;17A1451043F0;BIENES DESTINADOS AL USO GENERAL;4790120,00
2021;1700170000;51B;61700;17A1451043F0;BIENES DESTINADOS AL USO GENERAL;12533616,00
2021;1700170000;51B;61700;17A1451090F0;BIENES DESTINADOS AL USO GENERAL;4000000,00
2021;1700170000;51B;61700;17A1451090F0;BIENES DESTINADOS AL USO GENERAL;2000000,00
2021;1700170000;51B;61700;17A1451090F1;BIENES DESTINADOS AL USO GENERAL;420000,00
2021;1700170000;51B;61700;17A1721026F0;BIENES DESTINADOS AL USO GENERAL;5330118,00
2021;1700170000;51B;61700;17A1721026F0;BIENES DESTINADOS AL USO GENERAL;200000,00
2021;1700170000;51B;61700;17A1721030F0;BIENES DESTINADOS AL USO GENERAL;999000,00
2021;1700170000;51B;61700;17A1721030F0;BIENES DESTINADOS AL USO GENERAL;5001000,00
2021;1700170000;51B;61700;17A1721031F0;BIENES DESTINADOS AL USO GENERAL;35000000,00
2021;1700170000;51B;61700;17A1722034F0;BIENES DESTINADOS AL USO GENERAL;35999000,00
2021;1700170000;51B;61700;17A1722034F0;BIENES DESTINADOS AL USO GENERAL;2001000,00
2021;1700170000;51B;68700;17A1711033F0;BIENES DESTINADOS AL USO GENERAL;1500000,00
2021;1700170000;51B;68700;17A1722034F0;BIENES DESTINADOS AL USO GENERAL;12702626,00
2021;1700170000;51B;71303;17A1651089F0;A LA AGENCIA PÚBLICA DE PUERTOS DE ANDALUCÍA (APPA);10240232,00
2021;1700170000;51B;71303;17A1721035F0;A LA AGENCIA PÚBLICA DE PUERTOS DE ANDALUCÍA (APPA);18000000,00
2021;1700180000;43A;46301;18S0096;A CORPORACIONES Y OTROS ENTES LOCALES PARA AYUDAS INTEGRACION SOCIAL;4300000,00
2021;1700180000;43A;48307;18S0096;PLAN VIVE AYUDAS DE ALQUILER;500000,00
2021;1700180000;43A;48308;18S0096;AYUDAS PARA JÓVENES EN MATERIA DE ACCESO A LA VIVIENDA;1000000,00
2021;1700180000;43A;71301;18S0096;A LA AGENCIA DE VIVIENDA Y REHABILITACIÓN DE ANDALUCÍA (AVRA);620760,00
2021;1700180000;43A;76100;18S0096;EN MATERIA DE ARQUITECTURA Y VIVIENDA;20130363,00
2021;1700180000;43A;76400;18S0096;A AYUNTAMIENTOS;44000,00
2021;1700180000;43A;76400;18S0174;PARA VIVIENDA PROTEGIDA;1000000,00
2021;1700180000;43A;77200;18S0096;SUBVENCIONES A PROMOTORES PRIVADOS;7586029,00
2021;1700180000;43A;78400;18S0096;EN MATERIA DE VIVIENDA Y ARQUITECTURA;713518,00
2021;1700180000;43A;78400;18S0096;EN MATERIA DE VIVIENDA Y ARQUITECTURA;144876,00
2021;1700180000;43A;78400;18S0096;EN MATERIA DE VIVIENDA Y ARQUITECTURA;28572454,00
2021;1700180000;51B;41302;18S0529;A LA AGENCIA DE OBRA PÚBLICA DE LA JUNTA DE ANDALUCÍA;5916170,00
2021;1700180000;51B;41302;18S0530;A LA AGENCIA DE OBRA PÚBLICA DE LA JUNTA DE ANDALUCÍA;5210971,00
2021;1700180000;51B;47002;18S0697;A EMPRESAS PRIVADAS PARA EXPLOTACIÓN SISTEMAS TRANVIARIOS;300000,00
2021;1740010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;119332,00
2021;1740010000;51B;14990;0101;SALARIOS GRUPO I O ASIMILADO;54795,00
2021;1740010000;51B;14993;0101;SALARIOS GRUPO IV O ASIMILADO;38499,00
2021;1740010000;51B;14995;0101;ANTIGUEDAD;4582,00
2021;1740010000;51B;15091;0101;PERSONAL LABORAL PROPIO DE LAS EEII Y CONSORCIOS;8400,00
2021;1740010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);57400,00
2021;1740010000;51B;16390;0101;OTRAS PRESTACIONES (PERSLAB EEII Y CONSORCIOS);2500,00
2021;1740010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);2570,00
2021;1740010000;51B;20200;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;17300,00
2021;1740010000;51B;21300;0101;MAQUINARIA;1000,00
2021;1740010000;51B;21400;0101;ELEMENTOS DE TRANSPORTE;3500,00
2021;1740010000;51B;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;500,00
2021;1740010000;51B;21900;0101;OTRO INMOVILIZADO MATERIAL;55000,00
2021;1740010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;3000,00
2021;1740010000;51B;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;1000,00
2021;1740010000;51B;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;1500,00
2021;1740010000;51B;22109;0101;OTROS SUMINISTROS;500,00
2021;1740010000;51B;22200;0101;TELEFONICAS;12400,00
2021;1740010000;51B;22201;0101;POSTALES Y MENSAJERIA;1700,00
2021;1740010000;51B;22401;0101;ELEMENTOS DE TRANSPORTE;250,00
2021;1740010000;51B;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;1000,00
2021;1740010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;5000,00
2021;1740010000;51B;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;500,00
2021;1740010000;51B;22609;0101;OTROS;36500,00
2021;1740010000;51B;22700;0101;LIMPIEZA Y ASEO;8000,00
2021;1740010000;51B;22709;0101;OTROS;25700,00
2021;1740010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;28200,00
2021;1740010000;51B;23000;0101;DIETAS;1000,00
2021;1740010000;51B;23100;0101;LOCOMOCION;2000,00
2021;1740010000;51B;41506;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE MÁLAGA;1500,00
2021;1740010000;51B;47000;0101;A EMPRESAS PRIVADAS;1750995,00
2021;1740010000;51B;60301;0101;INSTALACIONES TECNICAS;55000,00
2021;1740010000;51B;60500;0101;MOBILIARIO Y ENSERES;10000,00
2021;1740010000;51B;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;10000,00
2021;1740010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;125000,00
2021;1741010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;93100,00
2021;1741010000;51B;14990;0101;SALARIOS GRUPO I O ASIMILADO;116431,00
2021;1741010000;51B;14995;0101;ANTIGUEDAD;5196,00
2021;1741010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);59301,00
2021;1741010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);2466,00
2021;1741010000;51B;20200;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;26220,00
2021;1741010000;51B;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;7403,00
2021;1741010000;51B;21300;0101;MAQUINARIA;1500,00
2021;1741010000;51B;21301;0101;INSTALACIONES;6000,00
2021;1741010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;2300,00
2021;1741010000;51B;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;2200,00
2021;1741010000;51B;22100;0101;ENERGIA ELECTRICA;2000,00
2021;1741010000;51B;22200;0101;TELEFONICAS;9517,00
2021;1741010000;51B;22201;0101;POSTALES Y MENSAJERIA;1000,00
2021;1741010000;51B;22309;0101;OTROS;5003,00
2021;1741010000;51B;22400;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;500,00
2021;1741010000;51B;22401;0101;ELEMENTOS DE TRANSPORTE;500,00
2021;1741010000;51B;22409;0101;OTROS RIESGOS;270,00
2021;1741010000;51B;22500;0101;ESTATALES;250,00
2021;1741010000;51B;22501;0101;LOCALES;250,00
2021;1741010000;51B;22502;0101;AUTONOMICOS;250,00
2021;1741010000;51B;22509;0101;OTROS;250,00
2021;1741010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;5100,00
2021;1741010000;51B;22700;0101;LIMPIEZA Y ASEO;3694,00
2021;1741010000;51B;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;18279,00
2021;1741010000;51B;22709;0101;OTROS;20000,00
2021;1741010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;37600,00
2021;1741010000;51B;23000;0101;DIETAS;1400,00
2021;1741010000;51B;23100;0101;LOCOMOCION;2300,00
2021;1741010000;51B;41506;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE MÁLAGA;800,00
2021;1741010000;51B;46800;0101;A DIPUTACIONES;3000,00
2021;1741010000;51B;47100;0101;A EMPRESAS PRIVADAS;1582000,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;27180,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;9876,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;39322,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;35282,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;24068,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;10000,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;40549,00
2021;1741010000;51B;68000;0101;DE USO GENERAL;39723,00
2021;1742010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;50877,00
2021;1742010000;51B;14990;0101;SALARIOS GRUPO I O ASIMILADO;34158,00
2021;1742010000;51B;14993;0101;SALARIOS GRUPO IV O ASIMILADO;21398,00
2021;1742010000;51B;14995;0101;ANTIGUEDAD;3421,00
2021;1742010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);39372,00
2021;1742010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);1343,00
2021;1742010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;4500,00
2021;1742010000;51B;22100;0101;ENERGIA ELECTRICA;4000,00
2021;1742010000;51B;22101;0101;AGUA;500,00
2021;1742010000;51B;22109;0101;OTROS SUMINISTROS;2000,00
2021;1742010000;51B;22200;0101;TELEFONICAS;9500,00
2021;1742010000;51B;22201;0101;POSTALES Y MENSAJERIA;1000,00
2021;1742010000;51B;22409;0101;OTROS RIESGOS;1200,00
2021;1742010000;51B;22500;0101;ESTATALES;100,00
2021;1742010000;51B;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;100,00
2021;1742010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;2103,00
2021;1742010000;51B;22608;0101;PREMIOS, CONCURSOS Y CERTAMENES;6000,00
2021;1742010000;51B;22609;0101;OTROS;2001,00
2021;1742010000;51B;22700;0101;LIMPIEZA Y ASEO;3000,00
2021;1742010000;51B;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;25000,00
2021;1742010000;51B;22709;0101;OTROS;95361,00
2021;1742010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;29000,00
2021;1742010000;51B;23000;0101;DIETAS;100,00
2021;1742010000;51B;23100;0101;LOCOMOCION;1800,00
2021;1742010000;51B;34900;0101;OTROS GASTOS FINANCIEROS;2,00
2021;1742010000;51B;41506;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE MÁLAGA;2400,00
2021;1742010000;51B;46000;0101;A AYUNTAMIENTOS;3011,00
2021;1742010000;51B;47000;0101;A EMPRESAS PRIVADAS;1538900,00
2021;1742010000;51B;60200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;15000,00
2021;1742010000;51B;60400;0101;ELEMENTOS DE TRANSPORTE;15000,00
2021;1742010000;51B;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;27000,00
2021;1742010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;48000,00
2021;1742010000;51B;60800;0101;OTRO INMOVILIZADO MATERIAL;120000,00
2021;1743010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;158000,00
2021;1743010000;51B;14990;0101;SALARIOS GRUPO I O ASIMILADO;125000,00
2021;1743010000;51B;14991;0101;SALARIOS GRUPO II O ASIMILADO;64862,00
2021;1743010000;51B;14994;0101;SALARIOS GRUPO V O ASIMILADO;131000,00
2021;1743010000;51B;14995;0101;ANTIGUEDAD;30000,00
2021;1743010000;51B;14999;0101;OTRAS RETRIBUCIONES;12347,00
2021;1743010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);158578,00
2021;1743010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);6118,00
2021;1743010000;51B;20400;0101;ARRENDAMIENTOS DE ELEMENTOS DE TRANSPORTE;6365,00
2021;1743010000;51B;21900;0101;OTRO INMOVILIZADO MATERIAL;25000,00
2021;1743010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;6000,00
2021;1743010000;51B;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;9917,00
2021;1743010000;51B;22103;0101;COMBUSTIBLE;3500,00
2021;1743010000;51B;22200;0101;TELEFONICAS;10000,00
2021;1743010000;51B;22201;0101;POSTALES Y MENSAJERIA;2000,00
2021;1743010000;51B;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;2000,00
2021;1743010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;25000,00
2021;1743010000;51B;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;5000,00
2021;1743010000;51B;22611;0101;CUOTAS PARTICIP ENTY ORG NACIONALES E INTERNAC;3500,00
2021;1743010000;51B;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;93105,00
2021;1743010000;51B;22709;0101;OTROS;122743,00
2021;1743010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;394057,00
2021;1743010000;51B;23000;0101;DIETAS;2500,00
2021;1743010000;51B;23100;0101;LOCOMOCION;2500,00
2021;1743010000;51B;32000;0101;INTERESES;1000,00
2021;1743010000;51B;41506;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE MÁLAGA;108074,00
2021;1743010000;51B;41509;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DE LA BAHÍA DE CÁDIZ;1079,00
2021;1743010000;51B;47000;0101;A EMPRESAS PRIVADAS;8163812,00
2021;1743010000;51B;47001;0101;A EMPRESAS PRIVADAS;5283486,00
2021;1743010000;51B;47002;0101;A EMPRESAS PRIVADAS;1875000,00
2021;1743010000;51B;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;8000,00
2021;1743010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;30000,00
2021;1743010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;9000,00
2021;1744010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;50948,00
2021;1744010000;51B;14991;0101;SALARIOS GRUPO II O ASIMILADO;114400,00
2021;1744010000;51B;14993;0101;SALARIOS GRUPO IV O ASIMILADO;20700,00
2021;1744010000;51B;14995;0101;ANTIGUEDAD;8150,00
2021;1744010000;51B;14999;0101;OTRAS RETRIBUCIONES;9400,00
2021;1744010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);63628,00
2021;1744010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);2405,00
2021;1744010000;51B;20200;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;19300,00
2021;1744010000;51B;21301;0101;INSTALACIONES;10730,00
2021;1744010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;3000,00
2021;1744010000;51B;22100;0101;ENERGIA ELECTRICA;3300,00
2021;1744010000;51B;22101;0101;AGUA;200,00
2021;1744010000;51B;22109;0101;OTROS SUMINISTROS;5000,00
2021;1744010000;51B;22114;0101;MAT DE LIMPIEZA, ASEO, PROD LAVANDERIA Y SIMILAR;1200,00
2021;1744010000;51B;22200;0101;TELEFONICAS;9280,00
2021;1744010000;51B;22201;0101;POSTALES Y MENSAJERIA;300,00
2021;1744010000;51B;22302;0101;ENTES PRIVADOS;300,00
2021;1744010000;51B;22400;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;300,00
2021;1744010000;51B;22409;0101;OTROS RIESGOS;1300,00
2021;1744010000;51B;22509;0101;OTROS;300,00
2021;1744010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;2500,00
2021;1744010000;51B;22700;0101;LIMPIEZA Y ASEO;3800,00
2021;1744010000;51B;22701;0101;SEGURIDAD;500,00
2021;1744010000;51B;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;4000,00
2021;1744010000;51B;22708;0101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;6969,00
2021;1744010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;31700,00
2021;1744010000;51B;23000;0101;DIETAS;1350,00
2021;1744010000;51B;23100;0101;LOCOMOCION;1600,00
2021;1744010000;51B;34900;0101;OTROS GASTOS FINANCIEROS;449,00
2021;1744010000;51B;41506;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE MÁLAGA;400,00
2021;1744010000;51B;47000;0101;A EMPRESAS PRIVADAS;1558600,00
2021;1744010000;51B;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;2500,00
2021;1744010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;20000,00
2021;1744010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;15000,00
2021;1744010000;51B;60800;0101;OTRO INMOVILIZADO MATERIAL;50000,00
2021;1745010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;118995,00
2021;1745010000;51B;14990;0101;SALARIOS GRUPO I O ASIMILADO;146234,00
2021;1745010000;51B;14991;0101;SALARIOS GRUPO II O ASIMILADO;96790,00
2021;1745010000;51B;14993;0101;SALARIOS GRUPO IV O ASIMILADO;66182,00
2021;1745010000;51B;14994;0101;SALARIOS GRUPO V O ASIMILADO;17891,00
2021;1745010000;51B;14995;0101;ANTIGUEDAD;33757,00
2021;1745010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);159138,00
2021;1745010000;51B;16390;0101;OTRAS PRESTACIONES (PERSLAB EEII Y CONSORCIOS);1000,00
2021;1745010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);5760,00
2021;1745010000;51B;20200;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;68000,00
2021;1745010000;51B;20800;0101;ARRENDAMIENTOS DE OTRO INMOVILIZADO MATERIAL;1635,00
2021;1745010000;51B;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;230959,00
2021;1745010000;51B;21300;0101;MAQUINARIA;2100,00
2021;1745010000;51B;21400;0101;ELEMENTOS DE TRANSPORTE;1022,00
2021;1745010000;51B;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;13150,00
2021;1745010000;51B;21900;0101;OTRO INMOVILIZADO MATERIAL;1022,00
2021;1745010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;26462,00
2021;1745010000;51B;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;3066,00
2021;1745010000;51B;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;8000,00
2021;1745010000;51B;22100;0101;ENERGIA ELECTRICA;15330,00
2021;1745010000;51B;22101;0101;AGUA;307,00
2021;1745010000;51B;22103;0101;COMBUSTIBLE;2044,00
2021;1745010000;51B;22109;0101;OTROS SUMINISTROS;1533,00
2021;1745010000;51B;22200;0101;TELEFONICAS;15330,00
2021;1745010000;51B;22201;0101;POSTALES Y MENSAJERIA;5566,00
2021;1745010000;51B;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;1022,00
2021;1745010000;51B;22400;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;6500,00
2021;1745010000;51B;22501;0101;LOCALES;12000,00
2021;1745010000;51B;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;2044,00
2021;1745010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;12000,00
2021;1745010000;51B;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;3066,00
2021;1745010000;51B;22607;0101;OPOSICIONES Y PRUEBAS SELECTIVAS;51,00
2021;1745010000;51B;22700;0101;LIMPIEZA Y ASEO;13500,00
2021;1745010000;51B;22701;0101;SEGURIDAD;1500,00
2021;1745010000;51B;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;26000,00
2021;1745010000;51B;22709;0101;OTROS;125737,00
2021;1745010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;238000,00
2021;1745010000;51B;23000;0101;DIETAS;2044,00
2021;1745010000;51B;23100;0101;LOCOMOCION;3326,00
2021;1745010000;51B;23300;0101;OTRAS INDEMNIZACIONES;51,00
2021;1745010000;51B;34900;0101;OTROS GASTOS FINANCIEROS;50,00
2021;1745010000;51B;40300;0101;SOC MERC, ENT PUBLIC EMPR FUNDAC Y RESTO ENT;536000,00
2021;1745010000;51B;41507;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE SEVILLA;4000,00
2021;1745010000;51B;41509;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DE LA BAHÍA DE CÁDIZ;4000,00
2021;1745010000;51B;46000;0101;A AYUNTAMIENTOS;1162095,00
2021;1745010000;51B;47000;0101;A EMPRESAS PRIVADAS;8189761,00
2021;1745010000;51B;60200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;729,00
2021;1745010000;51B;60300;0101;MAQUINARIA;486,00
2021;1745010000;51B;60500;0101;MOBILIARIO Y ENSERES;899,00
2021;1745010000;51B;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;8069,00
2021;1745010000;51B;60700;0101;BIENES DESTINADOS AL USO GENERAL;108148,00
2021;1745010000;51B;60905;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;3403,00
2021;1745010000;51B;60909;0101;OTRO INMOVILIZADO INMATERIAL;6319,00
2021;1746010000;51B;10090;0101;RETRIBUCIONES ALTA DIRECCIÓN;234000,00
2021;1746010000;51B;14990;0101;SALARIOS GRUPO I O ASIMILADO;64000,00
2021;1746010000;51B;14991;0101;SALARIOS GRUPO II O ASIMILADO;50000,00
2021;1746010000;51B;14993;0101;SALARIOS GRUPO IV O ASIMILADO;120500,00
2021;1746010000;51B;14995;0101;ANTIGUEDAD;37371,00
2021;1746010000;51B;14996;0101;COMPLEMENTO DE PUESTO;4500,00
2021;1746010000;51B;15100;0101;POR SERVICIOS EXTRAORDINARIOS;19506,00
2021;1746010000;51B;16090;0101;SEGURIDAD SOCIAL (PERSLABORAL EEII Y CONSORCIOS);150000,00
2021;1746010000;51B;16390;0101;OTRAS PRESTACIONES (PERSLAB EEII Y CONSORCIOS);2000,00
2021;1746010000;51B;17091;0101;INCREMENTO RETRIBFIJO (PLAB EEII Y CONSORCIOS);6137,00
2021;1746010000;51B;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;10200,00
2021;1746010000;51B;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;112675,00
2021;1746010000;51B;21900;0101;OTRO INMOVILIZADO MATERIAL;225000,00
2021;1746010000;51B;22000;0101;ORDINARIO NO INVENTARIABLE;7500,00
2021;1746010000;51B;22100;0101;ENERGIA ELECTRICA;20060,00
2021;1746010000;51B;22109;0101;OTROS SUMINISTROS;321390,00
2021;1746010000;51B;22112;0101;ACCESORIOS Y CONSUMIBLES DE EQUIPOS DIAGN Y TRAT;1000,00
2021;1746010000;51B;22200;0101;TELEFONICAS;23950,00
2021;1746010000;51B;22201;0101;POSTALES Y MENSAJERIA;3500,00
2021;1746010000;51B;22400;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;1200,00
2021;1746010000;51B;22500;0101;ESTATALES;1000,00
2021;1746010000;51B;22501;0101;LOCALES;800,00
2021;1746010000;51B;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;50,00
2021;1746010000;51B;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;1000,00
2021;1746010000;51B;22603;0101;JURIDICOS Y CONTENCIOSOS;500,00
2021;1746010000;51B;22608;0101;PREMIOS, CONCURSOS Y CERTAMENES;200,00
2021;1746010000;51B;22609;0101;OTROS;200,00
2021;1746010000;51B;22700;0101;LIMPIEZA Y ASEO;15000,00
2021;1746010000;51B;22708;0101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;320000,00
2021;1746010000;51B;22714;0101;SERVICIOS DE RECAUDACIÓN;490000,00
2021;1746010000;51B;23000;0101;DIETAS;400,00
2021;1746010000;51B;23100;0101;LOCOMOCION;180,00
2021;1746010000;51B;31002;0101;PRÉSTAMOS DEL FONDO DE FINANCA CA O SIMILARES AGE;45000,00
2021;1746010000;51B;34200;0101;INTERESES DE DEMORA;105000,00
2021;1746010000;51B;41506;0101;AL CONSORCIO DE TRANSPORTE METROPOLITANO DEL ÁREA DE MÁLAGA;196000,00
2021;1746010000;51B;46000;0101;A AYUNTAMIENTOS;4920953,00
2021;1746010000;51B;47600;0101;A EMPRESAS PRIVADAS;16929989,00
2021;1746010000;51B;47800;0101;A EMPRESAS PRIVADAS;4122111,00
2021;1746010000;51B;60200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;10000,00
2021;1746010000;51B;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;23718,00
